18禁	18禁 🔞
o	o O 氧 Oxygen 8 16.00 ㄛ お オ ō ó ǒ ò Ō Ó Ǒ Ò ⓞ Ⓞ 🄾 🅞 🅾 ⒪ 🄞 🇴 ℴ 𝒪 𝓸 𝓞 𝔬 𝔒 𝖔 𝕺 o̶ O̶ 𝚘 𝙾 𝕠 𝕆 ô Ô Ø ö Ö ō ő ô ŏ ȯ õ ₒ ᵒ º ɔ ᵓ ᶗ ꬿ ø ǫ ọ ơ ɵ ᶱ ᴑ ᴒ ᴓ ꝋ ꝍ ṓ ṑ ố ồ ỗ ổ ȱ ȫ ȭ ṍ ṏ ộ ǭ ǿ ớ ờ ỡ ở ợ ɷ ⱺ ᴖ ᵔ ᴗ ᵕ Ő Ô Ŏ Ȯ Õ ᴏ ᴼ Ɔ ᴐ Ø Ǫ Ọ Ơ Ɵ Ꝋ Ꝍ Ṓ Ṑ Ố Ồ Ỗ Ổ Ȱ Ȫ Ȭ Ṍ Ṏ Ộ Ǭ Ǿ Ớ Ờ Ỡ Ở Ợ
oe	oe œ ᴔ Œ ɶ
og	og Og 鿫 Oganesson 118 294
oi	oi ƣ Ƣ
omega	omega Ω 𝛺 ω 𝜔 omega ω Ω
omicron	omicron Ο 𝛰 ο 𝜊 omicron ο Ο
on	on 🔛
ong	ong ㄨㄥ
oo	oo ꝏ Ꝏ
option	option ⌥
orz	orz ○|￣|_
os	os Os 锇 Osmium 76 190
ou	ou ㄡ ȣ Ȣ ᴽ
p	p P 磷 Phosphorus 15 30.97 ㄆ ⓟ Ⓟ ℗ 🄿 🅟 🅿 ⒫ 🄟 🇵 𝓅 𝒫 𝓹 𝓟 𝔭 𝔓 𝖕 𝕻 p̶ P̶ 𝚙 𝙿 𝕡 ℙ ṕ ṗ ᵖ ᵽ ꝑ ᵱ ƥ ᶈ ꝓ ꝕ ɸ ᶲ ⱷ Ṕ Ṗ ᴘ ᴾ Ᵽ Ꝑ Ƥ Ꝓ Ꝕ ꟼ
pH	pH ㏗
pa	pa Pa 镤 Protactinium 91 231 ぱ パ
panda	panda 🐼
parking	parking 🅿️
partial	partial ∂ 𝛛 𝜕 𝝏
party	party 🥳
pb	pb Pb 铅 Lead 82 207
pd	pd Pd 钯 Palladium 46 106.4
pe	pe ぺ ペ
peace	peace ☮️
peng	peng ㄆㄥ
phi	phi Φ 𝛷 φ 𝜑 ϕ 𝜙 phi φ Φ
pi	pi Π 𝛱 π 𝜋 ϖ 𝜛 ぴ ピ pi π Π
pm	pm Pm 钷 Promethium 61 145
po	po Po 钋 Polonium 84 209 ㄆㄛ ぽ ポ
ppm	ppm ㏙
pr	pr Pr 镨 Praseodymium 59 141
psi	psi Ψ 𝛹 ψ 𝜓 psi ψ Ψ
pt	pt Pt 铂 Platinum 78 195
pu	pu Pu 钚 Plutonium 94 244 ぷ プ
pya	pya ぴゃ ピャ
pyo	pyo ぴょ ピョ
pyu	pyu ぴゅ ピュ
q	q Q ㄑ ー ⓠ Ⓠ 🅀 🅠 🆀 ⒬ 🄠 🇶 𝓆 𝒬 𝓺 𝓠 𝔮 𝔔 𝖖 𝕼 q̶ Q̶ 𝚚 𝚀 𝕢 ℚ ɋ ꝗ ꝙ ʠ Ɋ Ꝗ Ꝙ
qp	qp ȹ
r	r R ㄖ ʀ ⓡ Ⓡ 🅁 🅡 🆁 ⒭ 🄡 🇷 𝓇 ℛ 𝓻 𝓡 𝔯 ℜ 𝖗 𝕽 r̶ R̶ 𝚛 𝚁 𝕣 ℝ ŕ ř ȑ ȓ ṙ ᵣ ɍ ꞧ ᵲ ŗ ṟ ṛ ṝ ᵳ ɽ ᶉ ꭇ ꭈ ꭊ ꭉ ꝵ ꭋ ꭌ ɹ ʴ ɺ ɻ ʵ ⱹ ɼ ʳ ɾ ɿ ꝛ ꝝ Ŕ Ř Ȑ Ȓ Ṙ ʀ ᴙ ᴿ Ʀ ꭆ Ɍ Ꞧ Ŗ Ṟ Ṛ Ṝ Ɽ ꝶ ʶ ʁ Ꝛ Ꝝ
ra	ra Ra 镭 Radium 88 226 ら ラ
rb	rb Rb 铷 Rubidium 37 85.47
re	re Re 铼 Rhenium 75 186 れ レ
registered	registered ®
respect	respect 🫡
resume	resume résumé
return	return ⏎
rf	rf Rf 𬬻 Rutherfordium 104 261
rg	rg Rg 𬬭 Roentgenium 111 272
rh	rh Rh 铑 Rhodium 45 102.9
rho	rho Ρ 𝛲 ρ 𝜌 ϱ 𝜚 rho ρ Ρ
ri	ri ㄖ り リ
rime	rime 㞢
rn	rn Rn 氡 Radon 86 222
ro	ro ろ ロ
rocket	rocket 🚀
ru	ru Ru 钌 Ruthenium 44 101.1 る ル
rya	rya りゃ リャ
ryo	ryo りょ リョ
ryu	ryu りゅ リュ
s	s S 硫 Sulfur 16 32.06 ㄙ 's $ ⓢ Ⓢ 🅂 🅢 🆂 ⒮ 🄢 🇸 𝓈 𝒮 𝓼 𝓢 𝔰 𝔖 𝖘 𝕾 s̶ S̶ 𝚜 𝚂 𝕤 𝕊 ś ŝ š ṡ ˢ ʂ ᶳ ᵴ ꞩ ᶊ ş ṣ ș ȿ ṥ ṧ ṩ ʃ ᶴ ʆ ᶘ ʅ ƪ ß ſ ẛ ẜ ẝ Ś Ŝ Š Ṡ ꜱ Ꞩ Ş Ṣ Ș Ṥ Ṧ Ṩ Ʃ ẞ
sa	sa さ サ
sb	sb Sb 锑 Antimony 51 121.8
sc	sc Sc 钪 Scandium 21 44.96
se	se Se 硒 Selenium 34 78.96 せ セ
sg	sg Sg 𬭳 Seaborgium 106 263
sh	sh ㄕ
sha	sha しゃ シャ
she	she しぇ シェ
shi	shi ㄕ し シ
shift	shift ⇧
sho	sho しょ ショ
shu	shu しゅ シュ
si	si Si 硅 Silicon 14 28.09 ㄙ すぃ スィ
sigma	sigma Σ 𝛴 σ 𝜎 sigma σ ς Σ
sm	sm Sm 钐 Samarium 62 150.5 ℠
sn	sn Sn 锡 Stannum 50 118.7
so	so そ ソ
soon	soon 🔜 soon 🔜
space	space ␣
sr	sr Sr 锶 Strontium 38 87.62
su	su す ス
t	t T ㄊ っ ッ ⓣ Ⓣ 🅃 🅣 🆃 ⒯ 🄣 🇹 𝓉 𝒯 𝓽 𝓣 𝔱 𝔗 𝖙 𝕿 t̶ T̶ 𝚝 𝚃 𝕥 𝕋 ť ṫ ẗ ᵗ ₜ ʈ þ ꝥ ꝧ ŧ ⱦ ţ ṯ ṱ ṭ ț ƭ ᵵ ƫ ᶵ ʇ ȶ ꝷ Ť Ṫ ᴛ ᵀ Ʈ Þ Ꝥ Ꝧ Ŧ Ⱦ Ţ Ṯ Ṱ Ṭ Ț Ƭ Ʇ
ta	ta Ta 钽 Tantalum 73 181 た タ
tab	tab ⇥
tau	tau Τ 𝛵 τ 𝜏 tau τ Τ
tb	tb Tb 铽 Terbium 65 159
tc	tc Tc 锝 Technetium 43 98 ʨ
te	te Te 碲 Tellurium 52 127.6 て テ
th	th Th 钍 Thorium 90 232 ᵺ
theta	theta Θ 𝛩 ϴ 𝛳 θ 𝜃 ϑ 𝜗 theta θ Θ
ti	ti Ti 钛 Titanium 22 47.87 てぃ ティ
tl	tl Tl 铊 Thallium 81 204.5
tm	tm Tm 铥 Thulium 69 169 ™
to	to と ト
top	top 🔝
ts	ts Ts 鿬 Tennessine 117 294 ʦ ʧ
tsa	tsa つぁ ツァ
tse	tse つぇ ツェ
tsi	tsi つぃ ツィ
tso	tso つぉ ツォ
tsu	tsu つ ツ
tu	tu つﾟ ツﾟ とぅ トゥ
tya	tya てゃ テャ
tyo	tyo てょ テョ
tyu	tyu てゅ テュ
tz	tz ꜩ Ꜩ
u	u U 铀 Uranium 92 238 ㄨ ㄩ う ウ ū ú ǔ ù ü ǖ ǘ ǚ ǜ Ū Ú Ŭ Ù Ü Ǖ Ǘ Ǚ Ǜ ⓤ Ⓤ 🅄 🅤 🆄 ⒰ 🄤 🇺 𝓊 𝒰 𝓾 𝓤 𝔲 𝔘 𝖚 𝖀 u̶ U̶ 𝚞 𝚄 𝕦 𝕌 ŭ ù ȕ û ȗ ů ũ ᵤ ᵘ ʉ ᶶ ủ ų ṷ ụ ṳ ṵ ư ʊ ᶷ ᵿ ᶙ ṻ ṹ ứ ừ ữ ử ự ꭒ ꭟ ꝸ ꭎ ꭏ ᴝ ᵙ ᴞ Ű Ȕ Û Ŭ Ȗ Ů Ũ ᴜ ᵁ ᶸ Ʉ Ủ Ų Ṷ Ụ Ṳ Ṵ Ư Ʊ Ṻ Ṹ Ứ Ừ Ữ Ử Ự
uan	uan ㄩㄢ
ue	ue ᵫ
ui	ui ㄨㄟ
un	un ㄨㄣ ㄩㄣ
unbelievable	unbelievable 🫢
up	up 🆙 up 🆙
upsilon	upsilon Υ 𝛶 υ 𝜐 upsilon υ Υ
v	v V 钒 Vanadium 23 50.94 ㄪ ⓥ Ⓥ 🅅 🅥 🆅 ⒱ 🄥 🇻 𝓋 𝒱 𝓿 𝓥 𝔳 𝔙 𝖛 𝖁 v̶ V̶ 𝚟 𝚅 𝕧 𝕍 ṽ ᵛ ᵥ ṿ ꝟ ʋ ᶹ ᶌ ⱴ ⱱ ỽ ʌ ᶺ Ṽ ᴠ ⱽ Ṿ Ꝟ Ʋ Ỽ Ʌ
va	va ゔぁ ヴァ
ve	ve ゔぇ ヴェ
vi	vi ゔぃ ヴィ
vo	vo ゔぉ ヴォ
vs	vs 🆚
vu	vu ゔ ヴ
vy	vy ꝡ Ꝡ
vya	vya ゔゃ ヴャ
vyo	vyo ゔょ ヴョ
vyu	vyu ゔゅ ヴュ
w	w W 钨 Tungsten 74 184 ⓦ Ⓦ 🅆 🅦 🆆 ⒲ 🄦 🇼 𝓌 𝒲 𝔀 𝓦 𝔴 𝔚 𝖜 𝖂 w̶ W̶ 𝚠 𝚆 𝕨 𝕎 ẃ ẁ ŵ ẇ ẅ ẘ ʷ ẉ ƿ ʍ ⱳ Ẃ Ẁ Ŵ Ẇ Ẅ W̊ ᴡ ᵂ Ẉ Ƿ Ⱳ
wa	wa わ ワ
we	we ゑ ヱ
wei	wei ㄨㄟ
wen	wen ㄨㄣ
weng	weng ㄨㄥ
whe	whe うぇ ウェ
whi	whi うぃ ウィ
wi	wi ゐ ヰ
wireless	wireless 🛜
wo	wo を ヲ
ww	ww ʬ
x	x X 🩻 ㄒ ⓧ Ⓧ 🅇 🅧 🆇 ⒳ 🄧 🇽 𝓍 𝒳 𝔁 𝓧 𝔵 𝔛 𝖝 𝖃 x̅ x̃ X̃ x̶ X̶ 𝚡 𝚇 𝕩 𝕏 ẋ ẍ ᶍ ˣ ₓ ꭖ ꭗ ꭘ ꭙ Ẋ Ẍ
xe	xe Xe 氙 Xenon 54 131.3
xi	xi Ξ 𝛯 ξ 𝜉 xi ξ Ξ
y	y Y 钇 Yttrium 39 88.91 ⓨ Ⓨ 🅈 🅨 🆈 ⒴ 🄨 🇾 𝓎 𝒴 𝔂 𝓨 𝔶 𝔜 𝖞 𝖄 y̶ Y̶ 𝚢 𝚈 𝕪 𝕐 ȳ ý ỳ ŷ ẏ ÿ ẙ ỹ ʸ ɏ ỷ ỵ ƴ ʎ ỿ ꭚ Ȳ Ý Ỳ Ŷ Ẏ Ÿ Ỹ ʏ Ɏ Ỷ Ỵ Ƴ Ỿ
ya	ya や ヤ
yan	yan ㄧㄢ
yb	yb Yb 镱 Ytterbium 70 173
yin	yin ㄧㄣ
ying	ying ㄧㄥ
yo	yo よ ヨ
yong	yong ㄩㄥ
you	you ㄧㄡ
yu	yu ゆ ユ
yuan	yuan ㄩㄢ
yummy	yummy 😋
yun	yun ㄩㄣ
z	z Z ㄗ ⓩ Ⓩ 🅉 🅩 🆉 ⒵ 🄩 🇿 𝓏 𝒵 𝔃 𝓩 𝔷 ℨ 𝖟 𝖅 z̶ Z̶ 𝚣 𝚉 𝕫 ℤ ź ž ẑ ż ᶻ ʐ ᶼ ʑ ᶽ ƶ ẕ ẓ ᵶ ȥ ⱬ ᶎ ʒ ᶾ ǯ ʓ ƹ ƺ ᶚ θ ᶿ ɀ ꝣ Ź Ž Ẑ Ż ᴢ Ƶ Ẕ Ẓ Ȥ Ⱬ Ʒ ᴣ Ǯ Ƹ Ɀ Ꝣ
za	za ざ ザ
ze	ze ぜ ゼ
zeta	zeta Ζ 𝛧 ζ 𝜁 zeta ζ Ζ
zh	zh ㄓ
zhi	zhi ㄓ
zi	zi ㄗ ずぃ ズィ
zn	zn Zn 锌 Zinc 30 65.58
zo	zo ぞ ゾ
zr	zr Zr 锆 Zirconium 40 91.22
zu	zu ず ズ づ ヅ
Åland	Åland 🇦🇽
〇	〇 0️⃣
㔾部	㔾部 㔾
㖿	㖿 ✌🏻️ 㖿 (＾－＾)V
㞎㞎	㞎㞎 💩 㞎㞎 💩️
㡌	㡌 🧢
㡌子	㡌子 🧢
一	一 1️⃣ 一 1️⃣ 一 一、 壹 Ⅰ ⅰ 〡 ¹ ₁ ① 🈩 ⓵ 𝟙 ⒈ 🄂 ❶ ➊ 1̣ 1̇ ㊀ ㈠ ㆒ 1️⃣ 𓃉
一个	一个 ☝️
一个人	一个人 👤️
一乃葵	一乃葵 一乃あおい
一之濑亚美莉	一之濑亚美莉 一ノ瀬アメリ
一之濑梓	一之濑梓 一ノ瀬梓
一二三四	一二三四 🔢
一人	一人 👤️
一分鐘	一分鐘 ☝🏻️
一卷報紙	一卷報紙 🗞️
一只眼	一只眼 👁
一只眼睛	一只眼睛 👁
一壶	一壶 🫖
一壶茶	一壶茶 🫖
一定	一定 🙆🏻
一定女	一定女 🙆🏻‍♀️
一定男	一定男 🙆🏻‍♂️
一宫希帆	一宫希帆 一宮希帆
一家	一家 👨‍👩‍👦 👨‍👩‍👧‍👦 👩‍👦 👩‍👧‍👦
一家三口	一家三口 👨‍👩‍👦 👨‍👩‍👧 一家三口 👨‍👩‍👦
一家人	一家人 👨‍👩‍👦 👨‍👩‍👧 👨‍👩‍👧‍👦 👨‍👩‍👦‍👦 👨‍👩‍👧‍👧
一家四口	一家四口 👨‍👩‍👧‍👦 👨‍👩‍👦‍👦 👨‍👩‍👧‍👧 一家四口 👨‍👩‍👧‍👦
一小会	一小会 ☝🏻️
一小撮	一小撮 🤌🏻
一幅画	一幅画 🖼
一摞书	一摞书 📚️
一摞課本	一摞課本 📚️
一撮	一撮 🤌🏻
一支烟	一支烟 🚬
一月	一月 Jan. January
一月份	一月份 Jan. January
一束花	一束花 💐️
一条蛇	一条蛇 🐍
一条龙	一条龙 🐉
一杯	一杯 🥃
一杯奶	一杯奶 🥛
一杯奶茶	一杯奶茶 🧋
一杯酒	一杯酒 🥃 一杯酒 🥃
一次幂	一次幂 ¹
一次方	一次方 ¹
一氧化二氢	一氧化二氢 H₂O
一氧化氮	一氧化氮 NO
一氧化碳	一氧化碳 CO
一滴	一滴 💧
一滴水	一滴水 💧
一点	一点 🤏 🕐 一点 🕐️
一点儿	一点儿 🤏
一点半	一点半 🕜 一点半 🕜️
一点点	一点点 🤏 一点点 🤌🏻
一点钟	一点钟 🕐
一百	一百 💯
一百分	一百分 💯 一百分 💯️
一碗面	一碗面 🍜
一碗飯	一碗飯 🍚️
一碗麪	一碗麪 🍜️
一箭穿心	一箭穿心 💘
一羣人	一羣人 👥️
一脸不悦	一脸不悦 🙁
一边去	一边去 😛️
一锅食物	一锅食物 🥘 🍲
一陣間	一陣間 ☝🏻️
一齊	一齊 🧑🏻‍🤝‍🧑🏻
丁烷	丁烷 CH₃CH₂CH₂CH₃
七	七 7️⃣ 七 7️⃣ 七 七、 柒 Ⅶ ⅶ 〧 ⁷ ₇ ⑦ ⓻ 𝟟 ⒎ 🄈 ❼ ➐ 7̣ 7̇ ㊆ ㈦ 7️⃣ 𓃏
七分之一	七分之一 ⅐
七夕	七夕 🎋 七夕 🎋️ 七夕 🎋
七夕树	七夕树 🎋 七夕树 🎋️
七夕节	七夕节 🎋
七情	七情 喜 怒 忧 思 悲 恐 惊
七星瓢虫	七星瓢虫 🐞 七星瓢虫 🐞️ 七星瓢虫 🐞
七月	七月 July
七月份	七月份 July
七森莉莉	七森莉莉 七ツ森りり
七次幂	七次幂 ⁷
七次方	七次方 ⁷
七泽美亚	七泽美亚 七沢みあ
七海蒂娜	七海蒂娜 七海ティナ
七海雏	七海雏 七海ひな
七濑伊织	七濑伊织 七瀬いおり
七濑爱丽丝	七濑爱丽丝 七瀬アリス
七点	七点 🕖 七点 🕖️
七点半	七点半 🕢 七点半 🕢️
七点钟	七点钟 🕖
万	万 卍 卐 🀇 🀈 🀉 🀊 🀋 🀌 🀍 🀎 🀏
万分	万分 ‱
万分之	万分之 ‱
万分号	万分号 ‱
万圣节	万圣节 🎃 万圣节 😨 😰 😱 🤡 😈 👿 👹 👺 💀 ☠️ 👻 👽 👾 🤖 🧙‍ 🧚‍ 🧛‍ 🧜‍ 🧝‍ 🧞‍ 🧟‍ 🕴 💚 🖤 🦄 🦇 🦉 🕷 🕸 🥀 🍫 🍬 🍭 🏚 🌃 🛸 🌕 🌚 🌩 ⚡️ 🎃 🔮 🎭 🕯 🗡 ⛓ ⚰️ ⚱️
万圣节前夕	万圣节前夕 😨 😰 😱 🤡 😈 👿 👹 👺 💀 ☠️ 👻 👽 👾 🤖 🧙‍ 🧚‍ 🧛‍ 🧜‍ 🧝‍ 🧞‍ 🧟‍ 🕴 💚 🖤 🦄 🦇 🦉 🕷 🕸 🥀 🍫 🍬 🍭 🏚 🌃 🛸 🌕 🌚 🌩 ⚡️ 🎃 🔮 🎭 🕯 🗡 ⛓ ⚰️ ⚱️
万岁	万岁 🙌 ！*★,°*:.☆(￣▽￣)/$:*.°★*。 🙌🏻 🙌🏼 🙌🏽 🙌🏾 🙌🏿
万歲	萬歲 🙌🏻️
万聖節	萬聖節 🎃️
万那杜	萬那杜 🇻🇺
丈夫	丈夫 🤵🏻‍♂️
三	三 3️⃣ 三 3️⃣ 三 三、 叁 Ⅲ ⅲ 〣 ³ ₃ ③ 🈪 ⓷ 𝟛 ⒊ 🄄 ❸ ➌ 3̣ 3̇ ㊂ ㈢ ㆔ 🉁 3️⃣ 𓃋
三上悠亚	三上悠亚 三上悠亜
三不猴	三不猴 🙈 🙉 🙊
三个㔾	三个㔾 𠨕
三个㖖	三个㖖 𨑂
三个䖝	三个䖝 𧔗
三个七	三个七 㐂
三个个	三个个 𠁭
三个丶	三个丶 𠁼
三个丿	三个丿 彡
三个九	三个九 𫡤
三个也	三个也 𫡩
三个了	三个了 𠄕
三个亇	三个亇 𥫮 𥫧
三个人	三个人 众 㐺
三个介	三个介 𠌕
三个企	三个企 𠐰
三个光	三个光 𠓉
三个兔	三个兔 𠓗
三个全	三个全 𠓾
三个刀	三个刀 刕
三个力	三个力 劦
三个加	三个加 𫦹
三个動	三个動 𫦿
三个十	三个十 卉 𠦄
三个千	三个千 𫧢
三个原	三个原 厵
三个厡	三个厡 𠫒
三个厶	三个厶 厽
三个去	三个去 𠬑
三个又	三个又 叒
三个口	三个口 品 𠱠
三个可	三个可 𠾳
三个吉	三个吉 嚞 𡕇
三个因	三个因 𡈲
三个土	三个土 垚
三个圥	三个圥 𠒶
三个士	三个士 壵
三个夏	三个夏 𡖃
三个大	三个大 𡘙
三个天	三个天 𡙎
三个太	三个太 𡙒
三个女	三个女 姦
三个妥	三个妥 𤕇
三个子	三个子 孨 𡥦
三个宜	三个宜 𡬐
三个宝	三个宝 𡬏
三个客	三个客 𡬚
三个寒	三个寒 𡬜
三个小	三个小 尛 𡭯
三个少	三个少 𡮏
三个屮	三个屮 芔
三个山	三个山 𡷈
三个市	三个市 𢅈
三个弓	三个弓 𢏝
三个心	三个心 惢
三个户	三个户 𢩕
三个手	三个手 掱
三个文	三个文 𣁕
三个斗	三个斗 𣁾
三个方	三个方 𬀉
三个日	三个日 晶 晿
三个月	三个月 𦜳
三个朔	三个朔 𬂚
三个木	三个木 森 𣓏
三个朿	三个朿 𣝯
三个束	三个束 𣠆
三个林	三个林 𣡕
三个果	三个果 𣡗
三个欠	三个欠 𣣓
三个止	三个止 歮
三个毛	三个毛 毳
三个水	三个水 淼 㴇
三个泉	三个泉 灥
三个火	三个火 焱 㷋
三个爪	三个爪 𤔙
三个牛	三个牛 犇
三个犬	三个犬 猋
三个玉	三个玉 𬍼
三个瓜	三个瓜 𤬑
三个生	三个生 㽓
三个用	三个用 𤰌
三个田	三个田 畾
三个甲	三个甲 𤳅
三个申	三个申 𬏍
三个男	三个男 𪟧
三个白	三个白 皛
三个百	三个百 𤾩
三个盖	三个盖 𥃣
三个目	三个目 瞐
三个直	三个直 矗
三个県	三个県 𥍙
三个石	三个石 磊
三个秦	三个秦 䆐
三个空	三个空 𥩌
三个立	三个立 𫁪
三个竹	三个竹 𥴒
三个米	三个米 𥼬
三个罒	三个罒 𦋹
三个羊	三个羊 羴
三个羗	三个羗 𦏱
三个老	三个老 𦓈
三个耳	三个耳 聶
三个至	三个至 𦥏
三个興	三个興 𦧅
三个舌	三个舌 舙 𦧵
三个舍	三个舍 𠑰
三个若	三个若 䖃
三个虫	三个虫 虫
三个言	三个言 譶 𧭛
三个贝	三个贝 赑
三个足	三个足 𨆬
三个车	三个车 轟
三个金	三个金 鑫
三个門	三个門 𨷮
三个隹	三个隹 雥 雦
三个雲	三个雲 䨺
三个雷	三个雷 靐
三个面	三个面 𩉖
三个頁	三个頁 𩖏
三个風	三个風 飍
三个飞	三个飞 飝
三个香	三个香 馫
三个马	三个马 骉 𩧢
三个鱼	三个鱼 鱻
三个鸟	三个鸟 𪈼 三个鸟 𪉓
三个鹿	三个鹿 麤
三个龙	三个龙 龘
三个𠙽	三个𠙽 𠚛
三个𠧪	三个𠧪 𠨋
三个𡿨	三个𡿨 巛
三个𣥚	三个𣥚 𣦴
三个𦉼	三个𦉼 𡚤
三分之一	三分之一 ⅓
三分之二	三分之二 ⅔
三分褲	三分褲 🩳
三十	三十 卅 〺
三十二分休止符	三十二分休止符 𝅀
三十二分音符	三十二分音符 𝅘𝅥𝅰
三叉戟	三叉戟 🔱
三叉戟标志	三叉戟标志 🔱
三口之家	三口之家 👨‍👩‍👦 👨‍👩‍👧
三叶千春	三叶千春 三葉ちはる
三叶草	三叶草 ☘ 三叶草 ☘
三字经	三字经 人之初 性本善 性相近 习相远 苟不教 性乃迁 教之道 贵以专 昔孟母 择邻处 子不学 断机杼 窦燕山 有义方 教五子 名俱扬 养不教 父之过 教不严 师之惰 子不学 非所宜 幼不学 老何为 玉不琢 不成器 人不学 不知义 为人子 方少时 亲师友 习礼仪 香九龄 能温席 孝于亲 所当执 融四岁 能让梨 弟于长 宜先知 首孝弟 次见闻 知某数 识某文 一而十 十而百 百而千 千而万 三才者 天地人 三光者 日月星 三纲者 君臣义 父子亲 夫妇顺 曰春夏 曰秋冬 此四时 运不穷 曰南北 曰西东 此四方 应乎中 曰水火 木金土 此五行 本乎数 曰仁义 礼智信 此五常 不容紊 稻粱菽 麦黍稷 此六谷 人所食 马牛羊 鸡犬豕 此六畜 人所饲 曰喜怒 曰哀惧 爱恶欲 七情具 匏土革 木石金 丝与竹 乃八音 高曾祖 父而身 身而子 子而孙 自子孙 至玄曾 乃九族 人之伦 父子恩 夫妇从 兄则友 弟则恭 长幼序 友与朋 君则敬 臣则忠 此十义 人所同 凡训蒙 须讲究 详训诂 明句读 为学者 必有初 小学终 至四书 论语者 二十篇 群弟子 记善言 孟子者 七篇止 讲道德 说仁义 作中庸 子思笔 中不偏 庸不易 作大学 乃曾子 自脩齐 至平治 孝经通 四书熟 如六经 始可读 诗书易 礼春秋 号六经 当讲求 有连山 有归藏 有周易 三易详 有典谟 有训诰 有誓命 书之奥 我周公 作周礼 着六官 存治体 大小戴 注礼记 述圣言 礼乐备 曰国风 曰雅颂 号四诗 当讽咏 诗既亡 春秋作 寓褒贬 别善恶 三传者 有公羊 有左氏 有谷梁 经既明 方读子 撮其要 记其事 五子者 有荀杨 文中子 及老庄 经子通 读诸史 考世系 知终始 自羲农 至黄帝 号三皇 居上世 唐有虞 号二帝 相揖逊 称盛世 夏有禹 商有汤 周文武 称三王 夏传子 家天下 四百载 迁夏社 汤伐夏 国号商 六百载 至纣亡 周武王 始诛纣 八百载 最长久 周辙东 王纲坠 逞干戈 尚游说 始春秋 终战国 五霸强 七雄出 嬴秦氏 始兼并 传二世 楚汉争 高祖兴 汉业建 至孝平 王莽篡 光武兴 为东汉 四百年 终于献 魏蜀吴 争汉鼎 号三国 迄两晋 宋齐继 梁陈承 为南朝 都金陵 北元魏 分东西 宇文周 与高齐 迨至隋 一土宇 不再传 失统绪 唐高祖 起义师 除隋乱 创国基 二十传 三百载 梁灭之 国乃改 梁唐晋 及汉周 称五代 皆有由 炎宋兴 受周禅 十八传 南北混 十七史 全在兹 载治乱 知兴衰 读史者 考实录 通古今 若亲目 口而诵 心而惟 朝于斯 夕于斯 昔仲尼 师项橐 古圣贤 尚勤学 赵中令 读鲁论 彼既仕 学且勤 披蒲编 削竹简 彼无书 且知勉 头悬梁 锥刺股 彼不教 自勤苦 如囊萤 如映雪 家虽贫 学不辍 如负薪 如挂角 身虽劳 犹苦卓 蘇老泉 二十七 始发愤 读书籍 彼既老 犹悔迟 尔小生 宜早思 若梁灝 八十二 对大廷 魁多士 彼既成 众称异 尔小生 宜立志 莹八岁 能咏诗 泌七岁 能赋碁 彼颖悟 人称奇 尔幼学 当效之 蔡文姬 能辨琴 谢道韫 能咏吟 彼女子 且聪敏 尔男子 当自警 唐刘晏 方七岁 举神童 作正字 彼虽幼 身己仕 尔幼学 勉而致 有为者 亦若是 犬守夜 鸡司晨 苟不学 曷为人 蚕吐丝 蜂酿蜜 人不学 不如物 幼而学 壮而行 上致君 下泽民 扬名声 显父母 光于前 裕于后 人遗子 金满籯 我教子 惟一经 勤有功 戏无益 戒之哉 宜勉力
三宫椿	三宫椿 三宮つばき
三尾惠	三尾惠 三尾めぐ
三戟叉	三戟叉 🔱️
三拐	三拐 巛
三拐儿	三拐儿 巛
三撇	三撇 彡
三撇儿	三撇儿 彡
三文治	三文治 🥙 🥪
三明治	三明治 🥪 三明治 🥙 🥪 三明治 🥪 🧆
三月	三月 Mar. March
三月份	三月份 Mar. March
三框	三框 匚
三框儿	三框儿 匚
三次幂	三次幂 ³
三次方	三次方 ³
三氧化二铁	三氧化二铁 Fe₂O₃
三氧化二铝	三氧化二铝 Al₂O₃
三氧化硫	三氧化硫 SO₃
三氧化钨	三氧化钨 WO₃
三浦步美	三浦步美 三浦歩美
三点	三点 🕒 三点 🕒️
三点半	三点半 🕞 三点半 🕞️
三点式	三点式 👙
三点水	三点水 氵
三点装	三点装 👙️
三点钟	三点钟 🕒
三田樱	三田樱 三田サクラ
三聚氰胺	三聚氰胺 C₃H₆N₆
三脚鸡	三脚鸡 🛺
三舩美铃	三舩美铃 三舩みすず
三葉草	三葉草 ☘️
三观	三观 世界观、人生观、价值观
三角	三角 🔺 🔻 三角 △ 🔺 🔻
三角尺	三角尺 📐 三角尺 📐️ 三角尺 📐
三角形	三角形 🔺 🔻
三角旗	三角旗 🚩 三角旗 🚩️
三角板	三角板 📐
三角裤	三角裤 🩲
三蹦子	三蹦子 🛺
三輪车	三輪车 🛺
三轮摩托车	三轮摩托车 🛺
三轮车	三轮车 🛺
三重积分	三重积分 ∭
上	上 ⬆️ 上 ⬆️ 上 ㊤ 🆙 ⬆ ↑ ⇑ ⇧ ⇡ ⇈ 📈
上一首	上一首 ⏮️ 上一首 ⏮️
上三角	上三角 🔼
上下	上下 ↕️
上下箭头	上下箭头 ↕️
上下结构	上下结构 ⿱
上下顛倒	上下顛倒 🙃️
上中下结构	上中下结构 ⿳
上升	上升 📈
上午	上午 ㏂
上原亚衣	上原亚衣 上原亜衣
